ID,Macrocycle_Free_Amide_Ratio,Peptidic_Type
MC-4545,0.667,Pep
MC-4546,0.556,Semi
MC-4547,0.143,Non
MC-4548,0.267,Non
MC-4549,0.25,Non
MC-4550,0,Non
MC-4551,0,Non
MC-4552,0,Non
MC-4553,0.609,Pep
MC-4554,0.556,Semi
MC-4555,0.143,Non
MC-4556,0.125,Non
MC-4557,0.125,Non
MC-4558,0.125,Non
MC-4559,0.125,Non
MC-4560,0,Non
MC-4561,0,Non
MC-4562,0,Non
MC-4563,0,Non
MC-4564,0,Non
MC-4565,0,Non
MC-4566,0,Non
MC-4567,0,Non
MC-4568,0.125,Non
MC-4569,0.32,Semi
MC-4570,0,Non
MC-4571,0,Non
MC-4572,0,Non
MC-4573,0,Non
MC-4574,0,Non
MC-4575,0,Non
MC-4576,0,Non
MC-4577,0,Non
MC-4578,0,Non
MC-4579,0,Non
MC-4580,0,Non
MC-4581,0,Non
MC-4582,0,Non
MC-4583,0,Non
MC-4584,0,Non
MC-4585,0,Non
MC-4586,0,Non
MC-4587,0,Non
MC-4588,0,Non
MC-4589,0,Non
MC-4590,0,Non
MC-4591,0,Non
MC-4592,0.571,Semi
MC-4593,0.286,Non
MC-4594,0.381,Semi
MC-4595,0.571,Semi
MC-4596,0.381,Semi
MC-4597,0.381,Semi
MC-4598,0.286,Non
MC-4599,0.381,Semi
MC-4600,0.476,Semi
MC-4601,0.476,Semi
MC-4602,0.19,Non
MC-4603,0.476,Semi
MC-4604,0.381,Semi
MC-4605,0.476,Semi
MC-4606,0.19,Non
MC-4607,0.476,Semi
MC-4608,0.19,Non
MC-4609,0.476,Semi
MC-4610,0.19,Non
MC-4611,0.5,Semi
MC-4612,0.333,Semi
MC-4613,0.25,Non
MC-4614,0.25,Non
MC-4615,0.296,Non
